"Start.Time","End.Time","Bird.Call","Location","Distance","Date","Scientific.name","Confidence","File","resultsfile","studysite"
12,15,"Acadian Flycatcher","jmill","25m","0520","Empidonax virescens",0.9047,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
16.5,19.5,"Acadian Flycatcher","jmill","25m","0520","Empidonax virescens",0.8763,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
22.5,25.5,"Acadian Flycatcher","jmill","25m","0520","Empidonax virescens",0.8588,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
42,45,"Blue-gray Gnatcatcher","jmill","25m","0520","Polioptila caerulea",0.7211,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
49.5,52.5,"Blue-gray Gnatcatcher","jmill","25m","0520","Polioptila caerulea",0.878,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
54,57,"Blue-gray Gnatcatcher","jmill","25m","0520","Polioptila caerulea",0.7697,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
72,75,"Carolina Wren","jmill","25m","0520","Thryothorus ludovicianus",0.3658,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
75,78,"Carolina Wren","jmill","25m","0520","Thryothorus ludovicianus",0.8716,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
79.5,82.5,"Carolina Wren","jmill","25m","0520","Thryothorus ludovicianus",0.9614,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
103.5,106.5,"Eastern Wood-Pewee","jmill","25m","0520","Contopus virens",0.78,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
111,114,"Eastern Wood-Pewee","jmill","25m","0520","Contopus virens",0.5833,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
120,123,"Eastern Wood-Pewee","jmill","25m","0520","Contopus virens",0.8497,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
136.5,139.5,"Mourning Dove","jmill","25m","0520","Zenaida macroura",0.8197,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
142.5,145.5,"Mourning Dove","jmill","25m","0520","Zenaida macroura",0.9928,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
148.5,151.5,"Mourning Dove","jmill","25m","0520","Zenaida macroura",0.817,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
171,174,"Yellow-billed Cuckoo","jmill","25m","0520","Coccyzus americanus",0.9655,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
178.5,181.5,"Yellow-billed Cuckoo","jmill","25m","0520","Coccyzus americanus",0.9616,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
183,186,"Yellow-billed Cuckoo","jmill","25m","0520","Coccyzus americanus",0.9917,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0520.WAV","JMill_25m_0520.BirdNET.results.csv","JMill"
13.5,16.5,"Acadian Flycatcher","jmill","50m","0520","Empidonax virescens",0.4586,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
16.5,19.5,"Acadian Flycatcher","jmill","50m","0520","Empidonax virescens",0.1685,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
21,24,"Acadian Flycatcher","jmill","50m","0520","Empidonax virescens",0.5524,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
33,36,"Blue-gray Gnatcatcher","jmill","50m","0520","Polioptila caerulea",0.0112,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
36,39,"Blue-gray Gnatcatcher","jmill","50m","0520","Polioptila caerulea",0.1692,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
42,45,"Blue-gray Gnatcatcher","jmill","50m","0520","Polioptila caerulea",0.1818,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
57,60,"Carolina Wren","jmill","50m","0520","Thryothorus ludovicianus",0.4866,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
63,66,"Carolina Wren","jmill","50m","0520","Thryothorus ludovicianus",0.2432,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
66,69,"Carolina Wren","jmill","50m","0520","Thryothorus ludovicianus",0.6709,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
84,87,"Eastern Wood-Pewee","jmill","50m","0520","Contopus virens",0.1273,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
91.5,94.5,"Eastern Wood-Pewee","jmill","50m","0520","Contopus virens",0.0647,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
99,102,"Eastern Wood-Pewee","jmill","50m","0520","Contopus virens",0.0648,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
117,120,"Mourning Dove","jmill","50m","0520","Zenaida macroura",0.2065,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
124.5,127.5,"Mourning Dove","jmill","50m","0520","Zenaida macroura",0.0719,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
231,234,"Yellow-billed Cuckoo","jmill","50m","0520","Coccyzus americanus",0.6994,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
237,240,"Yellow-billed Cuckoo","jmill","50m","0520","Coccyzus americanus",0.8007,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
243,246,"Yellow-billed Cuckoo","jmill","50m","0520","Coccyzus americanus",0.5301,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0520.WAV","JMill_50m_0520.BirdNET.results.csv","JMill"
105,108,"Acadian Flycatcher","jmill","25m","0617","Empidonax virescens",0.7962,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
106.5,109.5,"Blue-gray Gnatcatcher","jmill","25m","0617","Polioptila caerulea",0.829,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
112.5,115.5,"Carolina Wren","jmill","25m","0617","Thryothorus ludovicianus",0.6029,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
115.5,118.5,"Eastern Wood-Pewee","jmill","25m","0617","Contopus virens",0.9073,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
120,123,"Mourning Dove","jmill","25m","0617","Zenaida macroura",0.1684,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
129,132,"Yellow-billed Cuckoo","jmill","25m","0617","Coccyzus americanus",0.9955,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
139.5,142.5,"Acadian Flycatcher","jmill","25m","0617","Empidonax virescens",0.8503,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
142.5,145.5,"Blue-gray Gnatcatcher","jmill","25m","0617","Polioptila caerulea",0.9169,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
145.5,148.5,"Carolina Wren","jmill","25m","0617","Thryothorus ludovicianus",0.8237,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
150,153,"Eastern Wood-Pewee","jmill","25m","0617","Contopus virens",0.8529,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
154.5,157.5,"Mourning Dove","jmill","25m","0617","Zenaida macroura",0.2335,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
162,165,"Yellow-billed Cuckoo","jmill","25m","0617","Coccyzus americanus",0.9934,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
172.5,175.5,"Acadian Flycatcher","jmill","25m","0617","Empidonax virescens",0.915,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
175.5,178.5,"Blue-gray Gnatcatcher","jmill","25m","0617","Polioptila caerulea",0.7605,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
180,183,"Carolina Wren","jmill","25m","0617","Thryothorus ludovicianus",0.8167,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
183,186,"Eastern Wood-Pewee","jmill","25m","0617","Contopus virens",0.7338,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
187.5,190.5,"Mourning Dove","jmill","25m","0617","Zenaida macroura",0.0316,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
196.5,199.5,"Yellow-billed Cuckoo","jmill","25m","0617","Coccyzus americanus",0.9673,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_25m_0617.WAV","JMill_25m_0617.BirdNET.results.csv","JMill"
9,12,"Acadian Flycatcher","jmill","50m","0617","Empidonax virescens",0.9498,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
13.5,16.5,"Blue-gray Gnatcatcher","jmill","50m","0617","Polioptila caerulea",0.6774,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
18,21,"Carolina Wren","jmill","50m","0617","Thryothorus ludovicianus",0.3126,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
19.5,22.5,"Eastern Wood-Pewee","jmill","50m","0617","Contopus virens",0.8237,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
28.5,31.5,"Mourning Dove","jmill","50m","0617","Zenaida macroura",0.0428,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
36,39,"Yellow-billed Cuckoo","jmill","50m","0617","Coccyzus americanus",0.9626,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
43.5,46.5,"Acadian Flycatcher","jmill","50m","0617","Empidonax virescens",0.9439,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
48,51,"Blue-gray Gnatcatcher","jmill","50m","0617","Polioptila caerulea",0.6472,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
51,54,"Carolina Wren","jmill","50m","0617","Thryothorus ludovicianus",0.2752,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
55.5,58.5,"Eastern Wood-Pewee","jmill","50m","0617","Contopus virens",0.5551,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
63,66,"Mourning Dove","jmill","50m","0617","Zenaida macroura",0.0298,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
72,75,"Yellow-billed Cuckoo","jmill","50m","0617","Coccyzus americanus",0.4572,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
81,84,"Acadian Flycatcher","jmill","50m","0617","Empidonax virescens",0.9251,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
84,87,"Blue-gray Gnatcatcher","jmill","50m","0617","Polioptila caerulea",0.6537,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
90,93,"Carolina Wren","jmill","50m","0617","Thryothorus ludovicianus",0.6327,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
91.5,94.5,"Eastern Wood-Pewee","jmill","50m","0617","Contopus virens",0.7046,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
99,102,"Mourning Dove","jmill","50m","0617","Zenaida macroura",0.044,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
106.5,109.5,"Yellow-billed Cuckoo","jmill","50m","0617","Coccyzus americanus",0.9949,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
115.5,118.5,"Acadian Flycatcher","jmill","50m","0617","Empidonax virescens",0.6057,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
118.5,121.5,"Blue-gray Gnatcatcher","jmill","50m","0617","Polioptila caerulea",0.7769,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
121.5,124.5,"Carolina Wren","jmill","50m","0617","Thryothorus ludovicianus",0.8525,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
126,129,"Eastern Wood-Pewee","jmill","50m","0617","Contopus virens",0.8426,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
133.5,136.5,"Mourning Dove","jmill","50m","0617","Zenaida macroura",0.0507,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
141,144,"Yellow-billed Cuckoo","jmill","50m","0617","Coccyzus americanus",0.9975,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\JMill_50m_0617.WAV","JMill_50m_0617.BirdNET.results.csv","JMill"
18,21,"Acadian Flycatcher","ncbg","25m","0517","Empidonax virescens",0.9879,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
22.5,25.5,"Acadian Flycatcher","ncbg","25m","0517","Empidonax virescens",0.9848,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
25.5,28.5,"Acadian Flycatcher","ncbg","25m","0517","Empidonax virescens",0.9563,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
43.5,46.5,"Blue-gray Gnatcatcher","ncbg","25m","0517","Polioptila caerulea",0.758,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
48,51,"Blue-gray Gnatcatcher","ncbg","25m","0517","Polioptila caerulea",0.884,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
51,54,"Blue-gray Gnatcatcher","ncbg","25m","0517","Polioptila caerulea",0.8422,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
69,72,"Carolina Wren","ncbg","25m","0517","Thryothorus ludovicianus",0.8096,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
73.5,76.5,"Carolina Wren","ncbg","25m","0517","Thryothorus ludovicianus",0.6232,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
75,78,"Carolina Wren","ncbg","25m","0517","Thryothorus ludovicianus",0.2501,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
108,111,"Eastern Wood-Pewee","ncbg","25m","0517","Contopus virens",0.6409,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
112.5,115.5,"Eastern Wood-Pewee","ncbg","25m","0517","Contopus virens",0.2289,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
126,129,"Eastern Wood-Pewee","ncbg","25m","0517","Contopus virens",0.6107,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
154.5,157.5,"Mourning Dove","ncbg","25m","0517","Zenaida macroura",0.7703,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
165,168,"Mourning Dove","ncbg","25m","0517","Zenaida macroura",0.4467,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
175.5,178.5,"Mourning Dove","ncbg","25m","0517","Zenaida macroura",0.5375,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
198,201,"Yellow-billed Cuckoo","ncbg","25m","0517","Coccyzus americanus",0.9371,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
204,207,"Yellow-billed Cuckoo","ncbg","25m","0517","Coccyzus americanus",0.9338,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
208.5,211.5,"Yellow-billed Cuckoo","ncbg","25m","0517","Coccyzus americanus",0.8633,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0517.WAV","NCBG_25m_0517.BirdNET.results.csv","NCBG"
12,15,"Acadian Flycatcher","ncbg","25m","0524","Empidonax virescens",0.9642,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
15,18,"Blue-gray Gnatcatcher","ncbg","25m","0524","Polioptila caerulea",0.9396,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
18,21,"Carolina Wren","ncbg","25m","0524","Thryothorus ludovicianus",0.9667,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
22.5,25.5,"Eastern Wood-Pewee","ncbg","25m","0524","Contopus virens",0.9247,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
27,30,"Mourning Dove","ncbg","25m","0524","Zenaida macroura",0.163,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
34.5,37.5,"Yellow-billed Cuckoo","ncbg","25m","0524","Coccyzus americanus",0.9915,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
46.5,49.5,"Acadian Flycatcher","ncbg","25m","0524","Empidonax virescens",0.808,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
48,51,"Blue-gray Gnatcatcher","ncbg","25m","0524","Polioptila caerulea",0.9458,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
52.5,55.5,"Carolina Wren","ncbg","25m","0524","Thryothorus ludovicianus",0.9962,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
55.5,58.5,"Eastern Wood-Pewee","ncbg","25m","0524","Contopus virens",0.896,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
60,63,"Mourning Dove","ncbg","25m","0524","Zenaida macroura",0.8241,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
69,72,"Yellow-billed Cuckoo","ncbg","25m","0524","Coccyzus americanus",0.9622,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
82.5,85.5,"Acadian Flycatcher","ncbg","25m","0524","Empidonax virescens",0.9755,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
85.5,88.5,"Blue-gray Gnatcatcher","ncbg","25m","0524","Polioptila caerulea",0.9755,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
90,93,"Carolina Wren","ncbg","25m","0524","Thryothorus ludovicianus",0.9988,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
93,96,"Eastern Wood-Pewee","ncbg","25m","0524","Contopus virens",0.8567,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
99,102,"Mourning Dove","ncbg","25m","0524","Zenaida macroura",0.6492,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
105,108,"Yellow-billed Cuckoo","ncbg","25m","0524","Coccyzus americanus",0.9917,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
117,120,"Acadian Flycatcher","ncbg","25m","0524","Empidonax virescens",0.9229,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
120,123,"Blue-gray Gnatcatcher","ncbg","25m","0524","Polioptila caerulea",0.9025,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
123,126,"Carolina Wren","ncbg","25m","0524","Thryothorus ludovicianus",0.9928,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
126,129,"Eastern Wood-Pewee","ncbg","25m","0524","Contopus virens",0.748,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
132,135,"Mourning Dove","ncbg","25m","0524","Zenaida macroura",0.6238,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
139.5,142.5,"Yellow-billed Cuckoo","ncbg","25m","0524","Coccyzus americanus",0.9974,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0524.WAV","NCBG_25m_0524.BirdNET.results.csv","NCBG"
81,84,"Acadian Flycatcher","ncbg","25m","0614","Empidonax virescens",0.418,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0614.WAV","NCBG_25m_0614.BirdNET.results.csv","NCBG"
84,87,"Blue-gray Gnatcatcher","ncbg","25m","0614","Polioptila caerulea",0.9612,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0614.WAV","NCBG_25m_0614.BirdNET.results.csv","NCBG"
87,90,"Carolina Wren","ncbg","25m","0614","Thryothorus ludovicianus",0.9316,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_25m_0614.WAV","NCBG_25m_0614.BirdNET.results.csv","NCBG"
